Betabel crudo rallado	Verduras	18.0	0.8	4.1	0.1	0.3	0.0	125.6	0.25 taza	1
Bigotes de cajeta	Cereales	104.0	2.4	9.1	5.1	0.0	132.8	0.0	0.3333333333333333 pieza	1
Bigotes de chocolate	Cereales	103.0	2.8	9.0	5.0	0.0	131.5	0.0	0.3333333333333333 pieza	1
Bigotes miniatura de cajeta	Cereales	119.0	2.0	10.5	5.8	0.0	152.4	0.0	2 pieza	1
Birote	Cereales	67.0	2.1	14.1	0.0	0.1	123.3	0.0	0.3333333333333333 pieza	1
Bisquet	Cereales	118.0	1.5	15.8	5.4	0.5	341.7	0.0	0.5 pieza	1
Bistec	Carnes	36.0	7.2	0.0	0.8	0.0	18.0	0.0	30 g	1
Bistec de bola	Carnes	71.0	7.2	0.0	4.5	0.0	12.5	0.0	25 9	1
Bistec de res	Carnes	36.0	7.2	0.0	0.8	0.0	18.0	0.0	30 g	1
Bistec de ternera	Carnes	55.0	6.9	0.0	2.8	0.0	31.5	0.0	35 g	1
Bledos crudos	Verduras	27.0	2.4	3.8	0.3	0.9	0.0	577.4	150 g	1
Blueberries	Frutas	61.0	0.7	15.4	0.4	2.6	0.0	94.9	0.75 taza	1
Bola de res	Carnes	71.0	7.2	0.0	4.5	0.0	12.5	0.0	25 g	1
Bola de ternera	Carnes	41.0	7.3	0.0	1.1	0.0	22.1	0.0	35 g	1
Bolillo	Cereales	61.0	1.9	12.8	0.0	0.1	112.7	0.0	0.3333333333333333 pieza	1
Bolillo integral	Cereales	64.0	2.1	13.4	0.1	0.2	68.5	0.0	0.3333333333333333 pieza	1
Bolillo integral sin migajón	Cereales	64.0	2.1	13.4	0.1	0.2	68.5	0.0	0.3333333333333333 pieza	1
Bolillo sin migajón	Cereales	61.0	1.9	12.8	0.0	0.1	112.7	0.0	0.3333333333333333 pieza	1
Bollo de hamburguesa	Cereales	65.0	2.4	12.5	1.1	0.6	108.2	0.0	0.3333333333333333 pieza	1
Bollos para hamburguesa	Cereales	65.0	2.4	12.5	1.1	0.6	108.2	0.0	0.3333333333333333 pieza	1
Bonito	Carnes	51.0	7.3	0.0	2.2	0.0	12.2	0.0	60 g	1
Bonito en aceite	Carnes	55.0	7.3	0.0	2.9	0.0	0.0	0.0	25 g	1
Bonito fileteado	Carnes	50.0	7.2	0.0	2.2	0.0	12.0	0.0	30 g	1
Boost *	Azucares	33.0	0.3	7.9	0.0	0.0	0.6	0.0	0.3333333333333333 lata	1
Boquerón crudo	Carnes	41.0	6.4	0.0	1.7	0.0	0.0	0.0	45 g	1
Boquerones (fritos)	Carnes	70.0	7.7	0.1	4.1	0.0	0.0	0.0	40 g	1
Boquilla, ronco crudo	Carnes	31.0	7.5	0.0	0.1	0.0	0.0	0.0	75 g	1
Botana con proteína de amaranto	Cereales	101.0	1.5	10.1	5.8	0.5	100.4	0.0	0.5 bolsa	1
Breba	Frutas	63.0	1.0	16.1	0.2	3.3	0.0	372.5	5 pieza	1
Brócoli cocido	Verduras	26.0	2.7	4.6	0.4	2.7	0.0	268.9	0.5 taza	1
Brócoli crudo	Verduras	19.0	2.1	3.7	0.3	2.1	0.0	231.7	1 taza	1
Brownie casero	Cereales	112.0	1.4	12.0	7.0	0.0	82.0	0.0	1 pieza	0
Brownie comercial	Cereales	114.0	1.5	17.9	4.6	0.6	87.5	0.0	0.5 pieza	0
Burbujas de maíz azucaradas	Cereales	59.0	0.7	14.0	0.1	0.2	59.5	0.0	0.5 taza	1
Burn *	Azucares	36.0	0.2	9.0	0.0	0.0	28.0	0.0	0.2 lata	1
Cabeza de carnero cocida	Carnes	55.0	7.0	0.0	2.8	0.0	37.1	0.0	495 g	0
Cabeza de cerdo	Carnes	55.0	7.0	0.0	2.8	0.0	37.1	0.0	495 g	1
Cabeza de pescado	Carnes	40.0	8.2	0.0	0.5	0.0	25.4	0.0	400 g	1
Cabrilla	Carnes	31.0	7.7	0.0	0.0	0.0	0.0	0.0	75 g	1
Cabrito	Carnes	36.0	6.8	0.0	0.8	0.0	21.5	0.0	25 g	1
Cacahuate	Aceites	73.0	2.9	2.7	6.2	0.0	100.6	0.0	14 pieza	1
Cacahuate acaramelado	Aceites	75.0	3.0	2.5	6.5	0.0	57.8	0.0	5 cucharadita	1
Cacahuate cocido	Aceites	64.0	2.7	4.3	4.4	0.0	150.0	0.0	20 g	1
Cacahuate con cascara	Aceites	70.0	2.8	0.2	6.0	0.0	0.6	0.0	12 g	1
Cacahuate con pepitas	Aceites	75.0	2.8	2.4	6.0	0.0	144.0	0.0	12 g	1
